SiO2,B2O3,Na2O,Al2O3,CaO,ZrO2,Li2O,K2O,MgO,MnO,Fe2O3,P2O5,TiO2,ZnO,MoO3,Cs2O,NiO,SrO,Cr2O3,Y2O3,MnO2,Ag2O,CdO,SnO2,TeO2,BaO,La2O3,Ce2O3,Pr2O3,Nd2O3,N,V2O5,U3O8,PuO2,Cl,F,SO3,RuO2,Sm2O3,CeO2,Pr6O11,Rb2O,UO2,CoO,GdO,SnO,Sb2O3,Gd2O3,ZnO2,CuO,PdO,Md2O3,SO4,FeO,others,pH,Temp (Celsius),rate (gm/m2/day)
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,10.7497813
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,16.79198342
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,6.017936256
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,5.120098992
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,5.969404512
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,7.2797616
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,7.012837008
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,6.066468
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,13.7830153
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,14.60805494
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,15.09337238
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,16.03974139
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,16.13680488
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,16.79198342
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,6.017936256
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,5.653948176
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,6.478987824
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,7.934940144
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,7.449622704
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,5.023035504
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,5.751011664
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,5.920872768
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,6.18779736
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,6.770178288
60.09504414,15.96558186,12.64656124,3.843736718,5.728477146,1.720598891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,7.837876656
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,4.464920448
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,3.979603008
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,3.057499872
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,3.688412544
71.46915612,0,12.42322291,0.336922563,9.569201128,0,0,0,6.201497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,3.712678416
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,9,23,0.000985194
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,10,23,0.002089292
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,11,23,0.013491825
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,12,23,0.06454722
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,9,40,0.005726746
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,10,40,0.01781115
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,11,40,0.133947613
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,12,40,0.414946411
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,9,70,0.110895035
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,10,70,0.192913682
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,11,70,0.888130915
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,12,70,1.800527702
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,9,90,0.349428557
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,10,90,0.662458306
58.4,9.06,7.38,6.01,5.83,0.61,9.85,0,0,0,0,0,0,0,0.68,0.26,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,11,90,3.348690336
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0.003858274
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0.008590119
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0.017689821
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0.041009324
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0.018005277
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0.09487956
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,0.249938482
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,0.499876963
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,70,0.020601725
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,0.579954341
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,70,0.956075357
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,70,3.712678416
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,90,0.154088287
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,1.23027971
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,90,3.445753824
60.1,15.97,12.65,3.84,5.73,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,90,5.94513864
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,9,23,0.001781115
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,10,23,0.00388254
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,11,23,0.01140496
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,12,23,0.043193252
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,9,40,0.024265872
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,10,40,0.02839107
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,11,40,0.172045032
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,12,40,0.749815445
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,9,70,0.154088287
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,10,70,0.189031143
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,11,70,0.740109096
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,12,70,2.66924592
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,9,90,0.368841254
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,10,90,0.919676549
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,11,90,2.111130864
52.73,14.03,11.39,3.39,5.01,1.54,4.6,0,0,0,1.31,0,0,2.15,0.85,0.27,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,12,90,4.61051568
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,80,0.206017253
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,81,0.190972413
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,80,0.190972413
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,88,0.628486085
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,88,0.354281731
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,88,0.638192434
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,82,2.960436384
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,82,2.191208242
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,82,2.249446334
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,85,8.177598864
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,85,4.780376784
55.324592,6.738618785,9.839844006,3.943748834,2.390195236,0.380713204,10.99051832,0,1.163959964,0,4.196803067,0,0,0,0,0.118905489,1.794492857,0.323384172,0,0,2.31264799,0,0,0,0,0,0,0,0,0,0,0,0.238757328,0.242818749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,84,10.50712258
44.0104291,8.78827704,22.30819525,8.115957579,0,1.396969314,0,2.275133314,3.413349029,0,2.497940123,0.038963076,2.155354069,3.62736534,0,0,0,0,0.009096892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131064904,0.145552163,0.086352807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0.016791983
44.0104291,8.78827704,22.30819525,8.115957579,0,1.396969314,0,2.275133314,3.413349029,0,2.497940123,0.038963076,2.155354069,3.62736534,0,0,0,0,0.009096892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131064904,0.145552163,0.086352807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0.017908214
44.0104291,8.78827704,22.30819525,8.115957579,0,1.396969314,0,2.275133314,3.413349029,0,2.497940123,0.038963076,2.155354069,3.62736534,0,0,0,0,0.009096892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131064904,0.145552163,0.086352807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0.019097241
